F7	PPM002725	PGS000907	major depressive disorder	Major depressive disorder	Dry mouth in Desvenlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.2			1.09 [0.99,1.2]	European	AGDS	2524	European:100		PSS001257	35602235
F7	PPM002726	PGS000907	major depressive disorder	Major depressive disorder	Dry mouth in Citalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.23			1.11 [1.0,1.23]	European	AGDS	2585	European:100		PSS001256	35602235
F7	PPM002727	PGS000907	major depressive disorder	Major depressive disorder	Dry mouth in Fluoxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.0			1.0 [0.92,1.09]	European	AGDS	3670	European:100		PSS001260	35602235
F7	PPM002728	PGS000907	major depressive disorder	Major depressive disorder	Dry mouth in Duloxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.03			1.03 [0.93,1.13]	European	AGDS	1995	European:100		PSS001258	35602235
F7	PPM002729	PGS000907	major depressive disorder	Major depressive disorder	Dry mouth in Paroxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.02			0.98 [0.86,1.1]	European	AGDS	1580	European:100		PSS001262	35602235
F7	PPM002730	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Sertraline takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.0			0.99 [0.92,1.07]	European	AGDS	5719	European:100		PSS001403	35602235
F7	PPM002731	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Escitalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.02			0.97 [0.89,1.06]	European	AGDS	4365	European:100		PSS001399	35602235
F7	PPM002732	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Venlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.03			1.04 [0.96,1.12]	European	AGDS	3967	European:100		PSS001404	35602235
F7	PPM002733	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Amitriptyline takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.3			1.14 [0.96,1.37]	European	AGDS	1657	European:100		PSS001395	35602235
F7	PPM002734	PGS000907	major depressive disorder	Major depressive disorder	Sweating in Mirtazapine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.04			1.05 [0.9,1.22]	European	AGDS	1987	European:100		PSS001401	35602235
