10002	79875	+
10002	63914	+
10002	149483	+
10002	79841	+
10002	254173	+
10002	121506	+
10002	4585	+
10002	196996	+
10002	196993	+
10002	388591	+
10002	284040	+
10002	83875	+
10002	5810	-
10002	728621	+
10002	9628	+
10002	91544	+
10002	164395	+
10002	25996	-
10002	374407	+
10002	782	+
10002	145957	+
10002	1824	-
10002	23500	-
10002	26277	-
10002	825	+
10002	566	+
10002	146177	+
10002	285180	+
10002	100133205	+
10002	55805	+
10002	27152	+
10002	140809	-
10002	55036	+
10002	26160	+
10002	136332	+
10002	1768	+
10002	5967	+
10002	26034	+
10002	9674	-
10002	200197	+
10002	9149	+
10002	401052	+
10002	340390	+
10002	7134	+
10002	54979	+
10002	26168	-
10002	440712	+
10002	2528	+
10002	133690	+
10002	149473	+
10002	55064	+
10002	2891	+
10002	251	+
10002	83878	+
10002	130813	+
10002	100270746	+
10002	389177	+
10002	647042	+
10002	9570	-
10002	346389	+
10002	4248	+
10002	89849	+
10002	6799	+
10002	654346	+
10002	146225	+
10002	8398	+
10002	127731	+
10002	11174	+
10002	8106	+
10002	6658	+
10002	1087	+
10002	94025	+
10002	387496	-
10002	54716	+
10002	54930	-
10002	54540	+
10002	387597	-
10002	9481	+
10002	414059	+
10002	8745	-
10002	5498	+
10002	4691	-
10002	27076	-
10002	115761	+
10002	59271	+
10002	221409	+
10002	55259	+
10002	219681	+
10002	219670	+
10002	387885	+
10002	5346	+
10002	3239	-
10002	1896	+
10002	6770	+
10002	79258	+
10002	6572	+
10002	441234	+
10002	3310	+
10002	142689	+
10002	65059	-
10002	51233	+
10002	2525	+
10002	6822	+
10002	84448	+
10002	256356	+
10002	384	-
10002	117283	+
10002	124923	+
10002	3221	+
10002	387695	+
10002	340168	+
10002	477	+
10002	4583	+
10002	5288	+
10002	85478	+
10002	53340	+
10002	27032	-
10002	259173	+
10002	84803	-
10002	64800	+
10002	29799	+
10002	10647	+
10002	619383	+
10002	140771	+
10002	79817	+
10002	10075	-
10002	440560	+
10002	6750	+
10002	414301	+
10002	112752	+
10002	1555	+
10002	126006	+
10002	285231	+
10002	114899	+
10002	137872	+
10002	5469	-
10002	6098	+
10002	6005	+
10002	100131998	+
10002	7547	-
10002	5394	-
10002	80129	+
10002	401285	+
10002	8313	+
10002	4292	+
10002	124817	+
10002	3747	+
10002	126	+
10002	200373	+
10002	6047	-
10002	51364	+
10002	48	-
10002	7365	+
10002	4092	-
10002	55503	+
10002	4212	+
10002	5795	-
10002	282996	+
10002	83874	-
10002	4147	+
10002	7105	+
10002	7812	-
10002	54810	+
10002	123096	+
10002	9939	-
10002	23677	+
10002	3268	+
10002	1856	-
10002	100113382	+
10002	100131213	+
10002	7499	+
10002	6759	+
10002	165545	+
10002	5002	+
10002	23211	+
10002	123169	-
10002	2537	+
10002	1376	-
10002	23657	-
10002	23603	-
10002	100170221	-
10002	10742	+
10002	5196	+
10002	23705	-
10002	83873	+
10002	23017	-
10002	57484	+
10002	257062	+
10002	9104	+
10002	114881	+
10002	4327	+
10002	57688	+
10002	100033434	+
10002	26175	-
10002	6819	+
10002	284086	+
10002	26147	-
10002	5207	+
10002	155054	-
10002	12	+
10002	59272	+
10002	353143	-
10002	100033822	-
10002	3626	+
10002	8508	-
10002	9374	-
10002	1375	+
10002	9217	-
10002	92211	+
10002	22859	+
10002	58510	+
10002	3038	-
10002	79054	+
10002	54872	-
10002	9093	-
10002	10207	-
10002	730668	+
10009	84061	+
10009	55916	+
10009	8450	+
10009	84295	+
10009	168374	+
10009	1875	+
10009	51534	+
10009	93183	+
10009	7155	+
10009	84146	+
10009	221656	+
10009	10463	+
10009	137886	+
10009	7520	+
10009	4076	+
10009	55676	+
10009	84920	+
10009	286451	+
10009	83642	-
10009	9908	+
10009	116143	+
10009	9529	+
10009	91289	-
10009	9320	+
10009	51104	+
10009	389362	-
10009	55320	+
10009	9138	-
10009	339324	+
10009	8505	+
10009	7518	+
10009	6732	+
10009	54344	-
10009	10730	+
10009	222484	+
10009	57223	+
10009	81555	+
10009	83932	+
10009	284346	-
10009	2647	-
10009	645	-
10009	93380	+
10009	8775	-
10009	1982	+
10009	9101	+
10009	203547	+
10009	8880	+
10009	26093	-
10009	4841	+
10009	81890	-
10009	55156	+
10009	60561	+
10009	150383	-
10009	29109	-
10009	79607	+
10009	200014	-
10009	7593	-
10009	58485	-
10009	25939	+
10009	3320	+
10009	144108	+
10009	84545	-
10009	159	+
10009	51493	+
10009	415116	-
10009	9949	+
10009	84677	+
10009	80071	+
10009	283078	+
10009	203260	-
10009	164	+
10009	9724	+
10009	55161	+
10009	10971	+
10009	7181	-
10009	51531	-
10009	5929	+
10009	51194	+
10009	387700	+
10009	143188	-
10009	5202	-
10009	168417	+
10009	23198	+
10009	10524	-
10009	3809	-
10009	55182	-
100101467	7556	+
100101467	93627	+
100101467	25957	+
100101467	90987	+
100101467	7750	+
100101467	905	+
100101467	1175	-
100101467	7569	+
100101467	9584	+
100101467	8816	+
100101467	23451	+
100101467	84874	+
100101467	8187	+
100101467	54816	+
100101467	84987	-
100101467	51700	-
100101467	4671	+
100101467	90338	+
100101467	7767	+
100101467	91133	+
100101467	26149	+
100101467	56916	+
100101467	390155	-
100101467	283726	+
100101467	200558	+
100101467	7408	-
100101467	2644	-
100101467	3613	-
100101467	55900	+
100101467	6091	+
100101467	340706	+
100101467	10975	-
100101467	4071	-
100101467	284370	+
100101467	26772	-
100101467	10209	-
100101467	55422	+
100101467	54769	+
100101467	129285	+
100125288	374887	+
100125288	283870	+
100125288	177	+
100125288	80864	+
100125288	1018	+
100125288	5883	+
100125288	8620	+
100125288	1375	+
100125288	3700	+
100125288	9013	+
100125288	283596	+
100125288	146705	+
100125288	81576	+
100125288	92715	+
100125288	255043	+
100125288	55876	+
100125288	284723	+
100125288	285989	+
100125288	23534	-
100125288	9690	-
100125288	57053	+
100125288	80161	+
100125288	23615	+
100125288	163154	+
100125288	2027	+
100125288	314	+
100125288	80863	+
100125288	2057	+
100125288	54581	+
100125288	199800	+
100125288	143188	+
100125288	414059	+
100125288	10291	-
100125288	2648	+
100125288	440452	+
100125288	6553	+
100125288	3104	+
100125288	494513	+
100125288	1241	+
100125288	7812	-
100125288	100272217	+
100125288	9425	-
100125288	339231	+
100125288	200765	+
100125288	4807	+
100125288	284004	+
100125288	144132	+
100125288	158055	+
100125288	284306	+
100125288	23603	-
100125288	26140	+
100125288	28227	+
100125288	80741	+
100125288	340286	+
100125288	7620	+
100125288	7385	-
100125288	83882	+
100125288	11223	+
100125288	550	+
100125288	119016	+
100125288	221092	-
100125288	8227	+
100125288	344405	+
100125288	401052	+
100125288	3099	-
100125288	10193	-
100125288	506	-
100125288	647042	+
100125288	25989	+
100125288	64816	+
100125288	7139	+
100125288	140809	-
100125288	5599	-
100125288	353140	+
100125288	51780	-
100125288	1571	+
100125288	9929	-
100125288	116840	+
100125288	284618	+
